record_id,action_label,episode_count,mean_regret,p90_regret,Set_accuracy,NoMove_accuracy,SafeOracle_accuracy,headroom_capture,catastrophic_ratio
babel_val_11115_011,move up/down incline,71,1.2018192195509374,5.395262718200684,0.6901408450704225,0.28169014084507044,0.8450704225352113,0.8557876923354917,0.014084507042253521
babel_val_12902_000,a pose,71,1.1942321769044202,3.771972748450935,0.6197183098591549,0.43661971830985913,0.9154929577464789,0.857957246207888,0.014084507042253521
babel_val_05393_000,t pose,71,1.1822891628890089,4.173424862092361,0.704225352112676,0.5633802816901409,0.971830985915493,0.796833472583836,0.028169014084507043
babel_val_11709_029,stand up,71,1.1807212965713212,4.172557650919771,0.6197183098591549,0.29577464788732394,0.9014084507042254,0.7690003447995193,0.014084507042253521
babel_val_06557_000,jog,71,1.1792925724667014,5.588083267211914,0.7323943661971831,0.4084507042253521,0.9014084507042254,0.8503176503619757,0.014084507042253521
babel_val_02584_000,jog,71,1.1776109871170646,4.636609638109803,0.7323943661971831,0.4507042253521127,0.971830985915493,0.8658836674936224,0.014084507042253521
babel_val_09445_001,jump,71,1.1502767718803195,5.0863186303613475,0.6901408450704225,0.4225352112676056,0.971830985915493,0.8980244737130679,0.0
babel_val_09445_000,jump,71,1.1412741312050727,3.795603214763105,0.7464788732394366,0.4647887323943662,0.9014084507042254,0.8823227270882001,0.028169014084507043
babel_val_07169_000,sit,71,1.1408576430816615,6.3147024749196135,0.8450704225352113,0.6901408450704225,0.9859154929577465,0.8274468413398761,0.056338028169014086
babel_val_07564_000,stand up,71,1.1297064575780278,3.7464913008734584,0.6901408450704225,0.49295774647887325,0.9859154929577465,0.7725538132282854,0.0
babel_val_05484_009,walk,71,1.1056875599748361,3.0021480785508174,0.5915492957746479,0.4084507042253521,0.9577464788732394,0.818803322182827,0.014084507042253521
babel_val_05725_005,kick,71,1.093621895855558,4.758130738162436,0.676056338028169,0.36619718309859156,0.9154929577464789,0.8336627239958277,0.0
babel_val_07697_000,crawl,71,1.0532252495088958,3.197583225555718,0.676056338028169,0.43661971830985913,0.9154929577464789,0.8319023492179,0.014084507042253521
babel_val_11115_015,move up/down incline,71,1.0504227310564243,3.691770076751709,0.7183098591549296,0.352112676056338,0.8873239436619719,0.8429770770935705,0.014084507042253521
babel_val_09569_000,kick,71,1.0498409001387392,3.7987528406083584,0.676056338028169,0.43661971830985913,0.8732394366197183,0.8015565436355662,0.028169014084507043
babel_val_07833_000,walk,71,1.03805092805387,3.2279473543167114,0.647887323943662,0.4084507042253521,0.8873239436619719,0.7991648374767026,0.014084507042253521
babel_val_04539_006,move up/down incline,71,1.0373752297374543,3.1208821553955204,0.7464788732394366,0.4507042253521127,0.9577464788732394,0.8522060577521438,0.028169014084507043
babel_val_01403_006,jump,71,1.0331161144339087,3.7507013455033302,0.7605633802816901,0.4225352112676056,0.9859154929577465,0.838852192178212,0.028169014084507043
babel_val_03845_000,a pose,71,1.0306373319720696,3.153766529634595,0.8591549295774648,0.5774647887323944,0.9859154929577465,0.9100042948009639,0.04225352112676056
babel_val_03474_002,a pose,71,1.0295039545191915,3.2630698680877686,0.8169014084507042,0.6619718309859155,0.9436619718309859,0.7790176917526637,0.028169014084507043
babel_val_09492_000,jump,71,1.0098844480402545,3.3345783949407632,0.6901408450704225,0.5070422535211268,0.8873239436619719,0.8241624077035837,0.014084507042253521
babel_val_10547_006,walk,71,1.0040059078268135,3.2068099370226264,0.6901408450704225,0.4788732394366197,0.9014084507042254,0.8625933051668488,0.028169014084507043
babel_val_04829_002,crawl,71,0.9978798440458031,3.7094534765928984,0.7887323943661971,0.4647887323943662,0.9436619718309859,0.7973059808912017,0.04225352112676056
babel_val_02193_000,jump,71,0.9944380837053821,3.565025428775698,0.7183098591549296,0.647887323943662,0.971830985915493,0.7524258765432668,0.014084507042253521
babel_val_04539_024,move up/down incline,71,0.9857665045390214,2.6213803293940146,0.6619718309859155,0.28169014084507044,0.8309859154929577,0.8182626965814966,0.028169014084507043
babel_val_10675_052,move up/down incline,71,0.9788767130035332,3.362017050385475,0.6056338028169014,0.19718309859154928,0.8591549295774648,0.8812685960512927,0.014084507042253521
babel_val_07760_002,kick,71,0.9594612911049932,4.123656392097473,0.7464788732394366,0.3380281690140845,0.9577464788732394,0.8040514403431006,0.014084507042253521
babel_val_12788_000,jump,71,0.9506449945334075,3.3842920066635998,0.7183098591549296,0.4507042253521127,0.9154929577464789,0.9089974733900352,0.014084507042253521
babel_val_02170_003,a pose,71,0.929111624173629,3.595820427435683,0.7605633802816901,0.4647887323943662,0.9436619718309859,0.890405772335938,0.014084507042253521
babel_val_04207_013,sit,71,0.9260321787367656,2.2066038553602993,0.7887323943661971,0.6056338028169014,0.9859154929577465,0.8547055157383303,0.056338028169014086
babel_val_08435_000,t pose,71,0.8749883492723466,4.098253250294874,0.8028169014084507,0.6056338028169014,0.9859154929577465,0.8201566034958994,0.014084507042253521
babel_val_04235_016,throw,71,0.8736228261899802,3.8840134143829346,0.7464788732394366,0.49295774647887325,0.9577464788732394,0.8707819049376786,0.0
babel_val_07110_002,sit,71,0.8078048516603252,2.579514741897583,0.7183098591549296,0.5915492957746479,0.9577464788732394,0.6886234988652765,0.014084507042253521
babel_val_11115_004,move up/down incline,71,0.7927482891754117,3.164443258952815,0.647887323943662,0.38028169014084506,0.8591549295774648,0.8663463763384641,0.0
